id,name,image,symbol,companyName,founded,price,beta,volAvg,mktCap,lastDiv,range,changes,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
322,EK Group,EK_Group_image.png,NONE,EK Group,1995,,,,,,,,,,,,,,,,"Die EK Group ist ein weltweit führendes Unternehmen im Bereich der Technologieentwicklung und -beratung. Gegründet im Jahr 1995, hat sich das Unternehmen durch innovative Lösungen und erstklassigen Service einen Namen gemacht. Mit einer starken Marktposition und einem engagierten Team von Experten bietet die EK Group maßgeschneiderte Lösungen für Kunden aus verschiedenen Branchen. Zu den Kernbereichen gehören IT-Beratung, Softwareentwicklung und digitale Transformation.",Anna Müller,,,,,,,,,,,,False,False,False,False,False
323,KSB,KSB_image.png,KSB,KSB Aktiengesellschaft,1871,,,,,,,,,,,,,,,,"Die KSB Aktiengesellschaft ist ein weltweit führender Hersteller von Pumpen, Armaturen und verwandten Systemen für die Industrie, Gebäudetechnik, Wasser- und Abwasserwirtschaft. Das Unternehmen wurde 1871 gegründet und hat seinen Hauptsitz in Frankenthal, Deutschland. KSB ist bekannt für seine innovative Technologie, Zuverlässigkeit und globale Präsenz.",Herr Stephan Timmermann,,,,,,,,,,,,False,False,False,False,False
324,C&A Mode,C&A_Mode_image.png,NONE,C&A Mode,1841,,,,,,,,,,,,,,,,"C&A Mode ist ein internationales Bekleidungsunternehmen, das sich auf den Verkauf von Mode für Damen, Herren und Kinder spezialisiert hat. Das Unternehmen wurde 1841 gegründet und hat eine starke Marktposition in der Modebranche. C&A Mode ist bekannt für sein breites Sortiment an qualitativ hochwertiger Kleidung zu erschwinglichen Preisen.",,,,,,,,,,,,,False,False,False,False,False
325,Bayerngas,Bayerngas_image.png,NONE,Bayerngas,1966,,,,,,,,,,,,,,,,"Bayerngas ist ein Energieunternehmen mit Schwerpunkt auf Erdgasförderung, -transport und -vertrieb. Das Unternehmen wurde 1966 gegründet und hat sich zu einem wichtigen Akteur auf dem Energiemarkt entwickelt. Bayerngas ist bekannt für seine zuverlässige Versorgung und innovative Lösungen in der Energiebranche.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
326,Paul Hartmann,Paul_Hartmann_image.png,NONE,Paul Hartmann,1818,,,,,,,,,,,,,,,,"Die Paul Hartmann AG ist ein deutsches Unternehmen, das sich auf Medizinprodukte und Dienstleistungen im Gesundheitswesen spezialisiert hat. Gegründet im Jahr 1818, ist das Unternehmen bekannt für seine hochwertigen Produkte und seine langjährige Erfahrung in der Branche. Paul Hartmann hat eine starke Marktposition und ist international tätig. Zu den wichtigen Fakten gehören Innovation, Qualität und Kundenzufriedenheit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
327,Computacenter,Computacenter_image.png,NONE,Computacenter,1981,,,,,,,,,,,,,,,,"Computacenter ist ein führender Anbieter von IT-Infrastrukturlösungen und -Dienstleistungen in Europa. Das Unternehmen wurde 1981 gegründet und hat sich im Laufe der Jahre zu einem wichtigen Akteur im IT-Sektor entwickelt. Computacenter bietet eine breite Palette von Dienstleistungen an, darunter Beratung, Implementierung, Support und Managed Services. Mit einer starken Marktposition und einem Fokus auf Innovation ist Computacenter ein verlässlicher Partner für Unternehmen bei der digitalen Transformation.",Mike Norris,,,,,,,,,,,,False,False,False,False,False
328,Fraunhofer-Gesellschaft,Fraunhofer-Gesellschaft_image.png,NONE,Fraunhofer-Gesellschaft,1949,,,,,,,,,,,,,,,,"Die Fraunhofer-Gesellschaft ist Europas größte anwendungsorientierte Forschungsorganisation. Sie betreibt anwendungsorientierte Forschung zum Nutzen von Wirtschaft und Gesellschaft. Die Organisation ist bekannt für ihre Innovationskraft, ihre interdisziplinäre Zusammenarbeit und ihre enge Verbindung zur Industrie. Die Fraunhofer-Gesellschaft spielt eine wichtige Rolle bei der Entwicklung neuer Technologien und Lösungen in verschiedenen Branchen.",Prof. Dr. Reimund Neugebauer,,,,,,,,,,,,False,False,False,False,False
329,Georgsmarienhütte,Georgsmarienhütte_image.png,NONE,Georgsmarienhütte,1856,,,,,,,,,,,,,,,,"Georgsmarienhütte ist ein traditionsreiches deutsches Unternehmen, das sich auf die Herstellung von Stahlprodukten spezialisiert hat. Gegründet im Jahr 1856, hat sich das Unternehmen zu einem wichtigen Akteur in der Stahlindustrie entwickelt. Mit einer starken Marktposition und einem Fokus auf Qualität und Innovation ist Georgsmarienhütte bekannt für seine hochwertigen Produkte und seine langjährige Erfahrung.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
330,Toom Baumarkt,Toom_Baumarkt_image.png,NONE,Toom Baumarkt,1978,,,,,,,,,,,,,,,,"Toom Baumarkt ist eine Baumarktkette in Deutschland, die eine breite Palette von Baumaterialien, Werkzeugen, Gartenbedarf und Heimwerkerprodukten anbietet. Das Unternehmen wurde 1978 gegründet und hat sich zu einem der führenden Baumärkte in Deutschland entwickelt. Toom Baumarkt zeichnet sich durch sein umfangreiches Sortiment, qualitativ hochwertige Produkte und kundenorientierten Service aus.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
331,Giesecke & Devrient,Giesecke_&_Devrient_image.png,NONE,Giesecke & Devrient,1852,,,,,,,,,,,,,,,,"Giesecke & Devrient ist ein international tätiges Unternehmen, das sich auf Sicherheitstechnologien und Zahlungssysteme spezialisiert hat. Das Unternehmen wurde 1852 gegründet und hat sich seitdem als führender Anbieter von Banknoten, Sicherheitsdruck, Smartcards und digitalen Identitätslösungen etabliert. Mit einer starken Marktposition und innovativen Lösungen ist Giesecke & Devrient ein wichtiger Akteur in der Branche.",,,,,,,,,,,,,False,False,False,False,False
332,Lufthansa Cargo,Lufthansa_Cargo_image.png,NONE,Lufthansa Cargo,1994,,,,,,,,,,,,,,,,Lufthansa Cargo ist eine Tochtergesellschaft der Deutschen Lufthansa AG und spezialisiert auf den Transport von Frachtgut per Luftfracht. Das Unternehmen hat eine lange Geschichte in der Luftfrachtbranche und ist einer der führenden Anbieter weltweit. Lufthansa Cargo bietet eine Vielzahl von Frachtlösungen für verschiedene Branchen und Märkte an.,Peter Gerber,,,,,,,,,,,,False,False,False,False,False
333,J. Bünting Beteiligungs,J._Bünting_Beteiligungs_image.png,NONE,J. Bünting Beteiligungs,1891,,,,,,,,,,,,,,,,"J. Bünting Beteiligungs ist ein traditionsreiches Unternehmen, das sich auf Investitionen in verschiedene Branchen spezialisiert hat. Gegründet im Jahr 1891, hat das Unternehmen eine starke Marktposition aufgebaut und ist für seine langfristige strategische Ausrichtung bekannt. Mit einer Vielzahl von Beteiligungen in unterschiedlichen Sektoren ist J. Bünting Beteiligungs ein wichtiger Akteur in der Wirtschaft.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
334,Zedach,Zedach_image.png,NONE,Zedach,1995,,,,,,,,,,,,,,,,"Zedach ist ein führendes Unternehmen im Bereich der Baustoffe und Bauprojekte. Gegründet im Jahr 1995, hat sich das Unternehmen durch innovative Lösungen und qualitativ hochwertige Produkte einen Namen gemacht. Mit einer starken Marktposition und einem Fokus auf Kundenzufriedenheit ist Zedach ein wichtiger Akteur in der Baubranche.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
335,Sky,Sky_image.png,NONE,Sky,1990,,,,,,,,,,,,,,,,"Sky ist ein führendes Unternehmen im Bereich Unterhaltungsmedien mit einem breiten Angebot an Fernsehdiensten, Filmproduktionen und digitalen Inhalten. Das Unternehmen wurde 1990 gegründet und hat sich seitdem als einer der Marktführer in der Branche etabliert. Sky bietet seinen Kunden hochwertige Unterhaltungserlebnisse und innovative Technologien.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
336,Hüttenwerke Krupp Mannesmann,Hüttenwerke_Krupp_Mannesmann_image.png,NONE,Hüttenwerke Krupp Mannesmann,1890,,,,,,,,,,,,,,,,"Die Hüttenwerke Krupp Mannesmann waren ein deutsches Unternehmen, das im Jahr 1890 gegründet wurde. Es war im Bereich der Stahlproduktion tätig und spielte eine bedeutende Rolle in der deutschen Industriegeschichte. Das Unternehmen fusionierte später mit Thyssen, um ThyssenKrupp zu bilden. Hüttenwerke Krupp Mannesmann war bekannt für seine Innovationen, seine starke Marktposition und seine internationalen Aktivitäten.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
337,Rolls-Royce Deutschland,Rolls-Royce_Deutschland_image.png,NONE,Rolls-Royce Deutschland,1906,,,,,,,,,,,,,,,,Rolls-Royce Deutschland ist ein führender Hersteller von Antriebssystemen für die Luft- und Raumfahrtindustrie. Das Unternehmen hat eine lange Geschichte in der Entwicklung von innovativen Technologien und ist bekannt für seine hochwertigen Produkte. Mit einer starken Marktposition und einer globalen Präsenz ist Rolls-Royce Deutschland ein wichtiger Akteur in der Branche.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
338,Wortmann Schuh-Holding,Wortmann_Schuh-Holding_image.png,NONE,Wortmann Schuh-Holding,1990,,,,,,,,,,,,,,,,"Die Wortmann Schuh-Holding ist ein deutsches Unternehmen, das sich auf die Herstellung und den Vertrieb von Schuhen spezialisiert hat. Gegründet im Jahr 1990, hat sich das Unternehmen zu einem führenden Akteur in der Schuhbranche entwickelt. Mit einer breiten Produktpalette und einer starken Marktposition bietet die Wortmann Schuh-Holding qualitativ hochwertige Schuhe für verschiedene Zielgruppen an.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
339,DER Touristik,DER_Touristik_image.png,NONE,DER Touristik,1979,,,,,,,,,,,,,,,,DER Touristik ist ein führender Reiseveranstalter mit einem breiten Angebot an Reisedienstleistungen. Das Unternehmen wurde 1979 gegründet und hat sich im Laufe der Jahre zu einem wichtigen Akteur in der Tourismusbranche entwickelt. Mit einer starken Marktposition und einem vielfältigen Portfolio bietet DER Touristik seinen Kunden erstklassige Reiseerlebnisse. Der CEO des Unternehmens ist bekannt für seine Innovationskraft und strategische Führung.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
340,Leonhard Weiss,Leonhard_Weiss_image.png,NONE,Leonhard Weiss,1900,,,,,,,,,,,,,,,,"Leonhard Weiss ist ein deutsches Bauunternehmen mit Schwerpunkt auf Infrastrukturprojekten. Das Unternehmen wurde im Jahr 1900 gegründet und hat sich im Laufe der Zeit zu einem führenden Anbieter in der Baubranche entwickelt. Leonhard Weiss ist bekannt für seine Expertise in den Bereichen Straßenbau, Gleisbau und Tiefbau. Das Unternehmen hat eine starke Marktposition und ist für seine qualitativ hochwertigen Bauprojekte und innovative Lösungsansätze bekannt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
341,Radeberger Gruppe,Radeberger_Gruppe_image.png,NONE,Radeberger Gruppe,1872,,,,,,,,,,,,,,,,Die Radeberger Gruppe ist eine der führenden Brauereigruppen in Deutschland. Sie wurde 1872 gegründet und hat sich im Laufe der Zeit einen festen Platz im deutschen Biermarkt erarbeitet. Mit einer vielfältigen Produktpalette und einer starken Marktposition ist die Radeberger Gruppe bekannt für ihre qualitativ hochwertigen Biersorten und Getränke.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
342,Schott,Schott_image.png,NONE,Schott AG,1884,,,,,,,,,,,,,,,,"Die Schott AG ist ein international tätiges Technologieunternehmen, das sich auf die Entwicklung und Herstellung von Spezialglas, Glaskeramik und verwandten Materialien spezialisiert hat. Das Unternehmen hat eine lange Geschichte in der Glasindustrie und ist bekannt für seine innovativen Lösungen in verschiedenen Branchen. Schott AG ist weltweit führend in seinem Bereich und beliefert Kunden in verschiedenen Märkten.",Dr. Frank Heinricht,,,,,,,,,,,,False,False,False,False,False
343,Nordzucker,Nordzucker_image.png,NONE,Nordzucker,1838,,,,,,,,,,,,,,,,Nordzucker ist ein führender Hersteller von Zucker und Zuckerprodukten in Europa. Das Unternehmen wurde 1838 gegründet und hat sich im Laufe der Jahre zu einem wichtigen Akteur in der Lebensmittelindustrie entwickelt. Nordzucker ist bekannt für seine qualitativ hochwertigen Produkte und seine starke Marktposition in der Zuckerbranche.,Hartwig Fuchs,,,,,,,,,,,,False,False,False,False,False
344,Kautex Textron,Kautex_Textron_image.png,NONE,Kautex Textron,1935,,,,,,,,,,,,,,,,"Kautex Textron ist ein führender Anbieter von Kraftstoffsystemen, SCR-Systemen und weiteren Lösungen für die Automobilindustrie. Das Unternehmen wurde 1935 gegründet und hat sich seitdem als Innovator in seinem Bereich etabliert. Mit einer starken Marktposition und einem Fokus auf Nachhaltigkeit ist Kautex Textron ein wichtiger Akteur in der Branche.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
345,Saint-Gobain Building Distribution Deutschland,Saint-Gobain_Building_Distribution_Deutschland_image.png,NONE,Saint-Gobain Building Distribution Deutschland,1990,,,,,,,,,,,,,,,,"Saint-Gobain Building Distribution Deutschland ist ein führender Anbieter von Baustoffen und Bauprodukten in Deutschland. Das Unternehmen bietet eine breite Palette von Produkten und Dienstleistungen für Bauunternehmen, Handwerker und Heimwerker an. Mit einer langen Geschichte in der Baubranche und einer starken Marktposition ist Saint-Gobain Building Distribution Deutschland bekannt für Qualität und Zuverlässigkeit. Das Unternehmen ist Teil der internationalen Saint-Gobain Gruppe.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
346,Volvo Car Germany,Volvo_Car_Germany_image.png,NONE,Volvo Car Germany,1927,,,,,,,,,,,,,,,,Volvo Car Germany ist ein deutscher Ableger des schwedischen Automobilherstellers Volvo Cars. Das Unternehmen ist bekannt für seine hochwertigen und sicheren Fahrzeuge. Mit einer langen Geschichte in der Automobilindustrie hat sich Volvo Car Germany eine starke Marktposition erarbeitet und ist für seine Innovationen und Nachhaltigkeitsbemühungen bekannt.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
347,Rohde & Schwarz,Rohde_&_Schwarz_image.png,NONE,Rohde & Schwarz,1933,,,,,,,,,,,,,,,,"Rohde & Schwarz ist ein deutsches Unternehmen, das sich auf die Entwicklung und Herstellung von Messtechnik, Rundfunk- und Medientechnik sowie Sicherheitstechnik spezialisiert hat. Das Unternehmen wurde 1933 gegründet und hat sich zu einem weltweit führenden Anbieter in seinen Geschäftsfeldern entwickelt. Mit innovativen Lösungen und einer starken Marktposition ist Rohde & Schwarz bekannt für seine Qualität und Zuverlässigkeit.",Peter Riedel,,,,,,,,,,,,False,False,True,False,False
348,TÜV Rheinland,TÜV_Rheinland_image.png,NONE,TÜV Rheinland,1872,,,,,,,,,,,,,,,,"TÜV Rheinland ist ein international tätiger Prüfdienstleister mit dem Schwerpunkt auf Sicherheit und Qualität. Das Unternehmen wurde 1872 gegründet und hat sich seitdem als führender Anbieter in verschiedenen Branchen etabliert. TÜV Rheinland bietet umfassende Prüfungen, Zertifizierungen und Beratungsdienstleistungen an und ist bekannt für seine Expertise und Zuverlässigkeit.",Dr. Michael Fübi,,,,,,,,,,,,False,False,False,False,False
349,Süwag Vertrieb,Süwag_Vertrieb_image.png,NONE,Süwag Vertrieb,1999,,,,,,,,,,,,,,,,"Die Süwag Vertrieb AG & Co. KG ist ein Energieversorgungsunternehmen, das sich auf den Vertrieb von Strom und Gas spezialisiert hat. Das Unternehmen wurde 1999 gegründet und hat sich seitdem zu einem wichtigen Akteur auf dem Energiemarkt entwickelt. Mit einem breiten Kundenstamm und innovativen Angeboten ist die Süwag Vertrieb ein zuverlässiger Partner für Privat- und Geschäftskunden.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
350,Roche Pharma,Roche_Pharma_image.png,NONE,Roche Pharma,1896,,,,,,,,,,,,,,,,Roche Pharma ist ein weltweit führendes Unternehmen im Bereich der pharmazeutischen Industrie. Das Unternehmen wurde 1896 gegründet und hat sich auf die Entwicklung und Herstellung von innovativen Medikamenten spezialisiert. Roche Pharma hat eine starke Marktposition und ist bekannt für seine Forschung und Entwicklung in der Medikamentenherstellung.,Dr. Severin Schwan,,,,,,,,,,,,False,False,False,False,False
351,JM Holding,JM_Holding_image.png,NONE,JM Holding,2005,,,,,,,,,,,,,,,,"JM Holding ist ein diversifiziertes Unternehmen, das in verschiedenen Branchen tätig ist, darunter Finanzdienstleistungen, Technologie und Immobilien. Das Unternehmen wurde 2005 gegründet und hat sich seitdem zu einem wichtigen Akteur auf dem Markt entwickelt. Mit einem breiten Portfolio und einer starken Marktposition strebt JM Holding danach, innovative Lösungen anzubieten und nachhaltiges Wachstum zu fördern.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
352,RAG Deutsche Steinkohle,RAG_Deutsche_Steinkohle_image.png,NONE,RAG Deutsche Steinkohle,1873,,,,,,,,,,,,,,,,"RAG Deutsche Steinkohle war ein deutsches Bergbauunternehmen, das sich auf die Förderung von Steinkohle spezialisiert hat. Das Unternehmen spielte eine bedeutende Rolle in der deutschen Industriegeschichte und war lange Zeit einer der größten Kohleproduzenten in Deutschland. Nach dem Rückgang der Kohleförderung hat sich das Unternehmen auf den Strukturwandel in der Region und die Entwicklung neuer Geschäftsfelder konzentriert.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
